image_a,image_b,source_dataset_a,source_dataset_b,original_path_a,original_path_b,original_class_a,original_class_b,unified_class_a,unified_class_b,hash_type,hash_value_or_comparison,similarity_or_distance,duplicate_status,cross_dataset,label_relation,recommended_action,reason
mendeley-07d44d8d8b01,mendeley-773b533c3b62,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070710.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070713.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,e6f2f2f6f6f6b6ae,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-07d44d8d8b01,mendeley-27b37575cbb8,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070710.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070714.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,e6f2f2f6f6f6b6ae,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-d559869dbc1f,mendeley-773b533c3b62,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070712.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070713.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,e6f2f2f6f6f6b6ae,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-d559869dbc1f,mendeley-27b37575cbb8,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070712.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070714.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,e6f2f2f6f6f6b6ae,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-773b533c3b62,mendeley-27b37575cbb8,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070713.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070714.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,e6f2f2f6f6f6b6ae,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-2f4d0126a81f,mendeley-cef265f45da1,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_53/IMG20260212070511.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_53/IMG20260212070512.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,e6fafafafcfeceec,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-8d11d82e6ac9,current_freshwater-2d57b186b7b5,current_freshwater,current_freshwater,train_split/Viral diseases White tail disease/Viral diseases White tail disease_208.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_297.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,e6fc7e1f0fe3e337,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-b06bc74595b1,current_freshwater-edc3fd7d5cc8,current_freshwater,current_freshwater,train_split/Viral diseases White tail disease/Viral diseases White tail disease_8.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_56.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,e7c9ad60e3e3f37d,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-b06bc74595b1,roboflow-de88a87ccd42,current_freshwater,roboflow,train_split/Viral diseases White tail disease/Viral diseases White tail disease_8.jpg,train/Viral diseases White tail disease/Viral-diseases-White-tail-disease-12-_jpg.rf.dbdbbcde2a82925bc966e90f132e680a.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,e7c9ad60e3e3f37d,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-edc3fd7d5cc8,roboflow-de88a87ccd42,current_freshwater,roboflow,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_56.jpg,train/Viral diseases White tail disease/Viral-diseases-White-tail-disease-12-_jpg.rf.dbdbbcde2a82925bc966e90f132e680a.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,e7c9ad60e3e3f37d,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-89a5fbc492dd,mendeley-370a4af8c251,mendeley,mendeley,Bacterial Gill Diseases/Silver_carp_(Hypophthalmichthys molitrix)/Fish_27/IMG20260212145827.jpg,Bacterial Gill Diseases/Silver_carp_(Hypophthalmichthys molitrix)/Fish_27/IMG20260212145828.jpg,Bacterial Gill Diseases,Bacterial Gill Diseases,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e7ef4bc9d49466cc,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-25cc7793c427,current_freshwater-039c328c3386,current_freshwater,current_freshwater,test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_202.jpg,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_247.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,e83931d8f83c9898,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-30441d4ae4f5,current_freshwater-64a0677f4289,current_freshwater,current_freshwater,train_split/Bacterial Red disease/Bacterial Red disease_aug_201.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_250.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,e8c09090603080e0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-7fb8ca33c5d5,kaptai-773e11829879,current_freshwater,kaptai,test_split/EUS_EUS_19.jpg,EUS/EUS  (10).jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,e8c0d09afafb3c34,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-a277918d32d6,mendeley-50cc4c398bcd,mendeley,mendeley,Bacterial Gill Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_1/IMG20260207072957.jpg,Bacterial Gill Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_1/IMG20260207072958.jpg,Bacterial Gill Diseases,Bacterial Gill Diseases,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e9cc3030b84143c5,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-57a389b029d6,mendeley-8ce68dcab5fb,mendeley,mendeley,Epizootic Ulcerative Syndrome (EUS)/Grass_carp_(Ctenopharyngodon idella)/Fish_64/IMG20260212065224.jpg,Epizootic Ulcerative Syndrome (EUS)/Grass_carp_(Ctenopharyngodon idella)/Fish_64/IMG20260212065228.jpg,Epizootic Ulcerative Syndrome (EUS),Epizootic Ulcerative Syndrome (EUS),EUS Disease,EUS Disease,dhash,e9e9ededecbcfeee,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-8df0977afcea,mendeley-6ecd21f67b8a,mendeley,mendeley,Bacterial Gill Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_8/IMG20260213071251.jpg,Bacterial Gill Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_8/IMG20260213071252.jpg,Bacterial Gill Diseases,Bacterial Gill Diseases,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e9e9f179f3736fef,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-8df0977afcea,mendeley-7d488be48042,mendeley,mendeley,Bacterial Gill Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_8/IMG20260213071251.jpg,Bacterial Gill Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_8/IMG20260213071255.jpg,Bacterial Gill Diseases,Bacterial Gill Diseases,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e9e9f179f3736fef,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-6ecd21f67b8a,mendeley-7d488be48042,mendeley,mendeley,Bacterial Gill Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_8/IMG20260213071252.jpg,Bacterial Gill Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_8/IMG20260213071255.jpg,Bacterial Gill Diseases,Bacterial Gill Diseases,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e9e9f179f3736fef,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-5bd3f1744e4a,current_freshwater-ad763da0e756,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_210.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_99.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e9f9d9f1b9f1f0c0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-bc918a7456d3,current_freshwater-9206a3078832,current_freshwater,current_freshwater,train_split/Bacterial Red disease/Bacterial Red disease_237.jpg,train_split/Bacterial Red disease/Bacterial Red disease_91.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,eb81615cf0b0d1f7,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-8218b047553d,kaptai-98368dadd299,current_freshwater,kaptai,train_split/Healthy Fish/Healthy Fish_417.jpg,Healthy Fish/healthy (12).jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,ebcf8f060e0e0f98,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-d18a1ff0d97d,current_freshwater-87b9755a35ca,current_freshwater,current_freshwater,train_split/Healthy Fish/Healthy Fish_aug_23.jpg,train_split/Healthy Fish/Healthy Fish_aug_76.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,ec6c1c3c3155ddcc,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-76df0af50ba1,current_freshwater-f5924887db55,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_9.png,train_split/Bacterial gill disease/Bacterial gill disease_aug_208.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,ec8f97d5f1f2f0c6,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-c301195cc663,current_freshwater-15eed604625d,current_freshwater,current_freshwater,test_split/Parasitic diseases_Parasitic diseases_34.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_4.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,ecaca991d4743436,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-c301195cc663,current_freshwater-b29a323f84b0,current_freshwater,current_freshwater,test_split/Parasitic diseases_Parasitic diseases_34.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_74.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,ecaca991d4743436,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-b02fccb8abfe,current_freshwater-7d77eb26bb80,current_freshwater,current_freshwater,train_split/Bacterial Red disease/Bacterial Red disease_aug_104.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_125.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,ecd8f8f7f6e6e6e6,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-20e1d822a5e9,mendeley-bc738e918a86,mendeley,mendeley,Epizootic Ulcerative Syndrome (EUS)/Grass_carp_(Ctenopharyngodon idella)/Fish_65/IMG20260213071128.jpg,Epizootic Ulcerative Syndrome (EUS)/Grass_carp_(Ctenopharyngodon idella)/Fish_65/IMG20260213071129.jpg,Epizootic Ulcerative Syndrome (EUS),Epizootic Ulcerative Syndrome (EUS),EUS Disease,EUS Disease,dhash,ecf87163d3f8b1b8,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-fe400cf0ad2c,mendeley-6b4e288285de,mendeley,mendeley,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_78/IMG20260213130803.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_78/IMG20260213130805.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,ecfc7ced4d0d0d0e,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-b7ccb16ef3d1,current_freshwater-392a0dd6a08c,current_freshwater,current_freshwater,test_split/Bacterial gill disease_Bacterial gill disease_178.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_103.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,eef22c363437a3a3,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-f471192e5d56,roboflow-8d23c7fb628c,current_freshwater,roboflow,train_split/Parasitic diseases/Parasitic diseases_94.jpeg,train/Parasitic diseases/Parasitic-diseases-11-_jpeg.rf.c0b099e4d10b0435436877cf05d5465e.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,f00069f8da1a3891,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-079dafe9f23e,current_freshwater-f71584fa19c3,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_aug_226.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_43.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,f00069f8da1a3893,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-079dafe9f23e,current_freshwater-12d5d2f7c41a,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_aug_226.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_54.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,f00069f8da1a3893,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-f71584fa19c3,current_freshwater-12d5d2f7c41a,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_aug_43.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_54.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,f00069f8da1a3893,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
paper_dataset-9b68395654ee,paper_dataset-aa8b6821ce50,paper_dataset,paper_dataset,InfectedFish/infected_671.png,InfectedFish/infected_716.png,InfectedFish,InfectedFish,,,dhash,f0b0a4a6a185d1f3,0,NEAR_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-e1ffa92ee4a9,roboflow-faa26b1e6b15,current_freshwater,roboflow,test_split/Bacterial Red disease_Bacterial Red disease_79.jpeg,train/Bacterial Red disease/Bacterial-Red-disease-8-_jpeg.rf.3b672acada632957afd3b4e9b0c14770.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,f0c003591d0f1cd0,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-1dda90152816,kaptai-f9e0430336be,current_freshwater,kaptai,train_split/Healthy Fish/Healthy Fish_430.jpg,Healthy Fish/healthy (24).jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,060707070d1c1c34,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-a421dc268ea3,current_freshwater-57fbc1b78883,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_72.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_113.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,f0f07070e020e40c,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
roboflow-4e1bc41a54c2,roboflow-840ffe30b04d,roboflow,roboflow,train/Fungal diseases Saprolegniasis/Fungal-diseases-Saprolegniasis-6-_jpeg.rf.d6b0870e4294cc64413aacfb0a809143.jpg,train/Fungal diseases Saprolegniasis/Fungal-diseases-Saprolegniasis-9-_jpg.rf.be7251dc0d2a2ae124ae7cadb25b0d25.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,f0f0c4dcb8e0e0f0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-6c1a7d4b04b3,current_freshwater-112c9b379cf1,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_225.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_380.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,f0f0f1f1f8fbd8ce,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-8492192c1d24,current_freshwater-b72c5cea3ac3,current_freshwater,current_freshwater,test_split/Parasitic diseases_Parasitic diseases_11.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_207.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,060787c6e6fe1f1f,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-0f7b5cb2c478,current_freshwater-dab696ed185b,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_146.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_120.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,f0f4f3f3f9797cf0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
